,AD,AG,AI,COMP,FF,FidIn,SPS
topK_50_pos,22.8375096047501,0.012153180361906614,34.24124513618677,2.222794486381323,0.7940203194163424,0.7704280155642024,0.11478596584080711
topK_30_pos,97.7379133696498,0.07437664591439688,0.38910505836575876,9.171495486381321,0.7959148694552529,0.027237354085603113,0.7000059117350437
minmax_pos,91.95047755252918,0.00823191167315175,0.38910505836575876,9.068390939688715,0.7753631250583658,0.12840466926070038,0.7868466325683957
topK_5_pos,97.7932494992218,0.0,0.0,7.380256277431909,0.7635302770568093,0.011673151750972763,0.9499732210532612
pos_thresh_50,96.28579227509728,0.002137540077821012,0.38910505836575876,2.8655032848249027,0.14236605871186606,0.0311284046692607,0.9989567658063176
topK_50,97.68207743579767,0.07218700778210116,0.38910505836575876,9.682342081712063,0.7926673254241244,0.027237354085603113,0.49999988510317667
pos_thresh_25,96.93484851400778,0.23889544747081712,0.38910505836575876,5.1775596428015564,0.45963896737932686,0.019455252918287938,0.992762596451524
bin,97.67005761089494,0.0835205252918288,0.38910505836575876,9.676263550583657,0.7925277790661479,0.027237354085603113,0.5030118569445655
minmax,89.05162147496497,3.1186498210116733,4.280155642023346,10.372471894941635,0.7709179902644553,0.10505836575875487,0.034794272254289785
topK_5,97.7932494992218,0.0,0.0,7.380256277431909,0.7635302770568093,0.011673151750972763,0.9499732210532612
topK_30,97.7379133696498,0.07437664591439688,0.38910505836575876,9.171495486381321,0.7959148694552529,0.027237354085603113,0.7000059117350437
sigmoid,52.33563436870452,4.9037756466926075,7.782101167315175,10.375488192607003,0.5849805510968872,0.5875486381322957,0.0004949816337674113
sigmoid_pos,56.190893852330746,3.957825154474708,6.614785992217898,10.375488661478599,0.5480959418894942,0.5447470817120622,0.0002480215743733759
pos_thresh_75,96.93771859922178,0.0,0.0,1.1479147143968869,0.03937788828290316,0.03501945525291829,0.9984914560607894
