,AD,AG,AI,COMP,FF,FidIn,SPS
topK_50_pos,27.38321067405627,0.011434443444970414,27.810650887573964,2.6927223550295856,0.8939639528698226,0.7218934911242604,0.13905322248431543
topK_30_pos,98.17631668934911,0.0,0.0,9.171495097633136,0.8938578020414202,0.014792899408284023,0.7000060330875456
minmax_pos,94.0740063642722,0.22514618343195267,0.2958579881656805,9.1243782352071,0.8312056513713018,0.08579881656804733,0.7770302509340619
topK_5_pos,97.38664157100591,0.0,0.0,7.380256289349115,0.8041274221431953,0.023668639053254437,0.949973221053261
pos_thresh_50,97.56031392307693,0.1687988875739645,0.2958579881656805,3.068503872781065,0.0817869105841547,0.01775147928994083,0.9988556899450449
topK_50,98.17557836094674,0.0,0.0,9.682342094674556,0.8936177487278106,0.014792899408284023,0.4999998851031767
pos_thresh_25,97.47787378402367,0.10639706508875739,0.2958579881656805,5.449396200887574,0.4018344524396902,0.020710059171597635,0.9908500902941176
bin,98.17899962426036,0.0,0.0,9.678057609467455,0.8936227810946745,0.014792899408284023,0.5021254408406727
minmax,87.55180456325444,2.7165335029585798,3.8461538461538463,10.371981057692308,0.8640443645017751,0.1301775147928994,0.03894544936082207
topK_5,97.38664157100591,0.0,0.0,7.380256289349115,0.8041274221431953,0.023668639053254437,0.949973221053261
topK_30,98.17631668934911,0.0,0.0,9.171495097633136,0.8938578020414202,0.014792899408284023,0.7000060330875456
sigmoid,47.982856926802455,2.8205108357988165,4.733727810650888,10.375488119822487,0.6139476138867456,0.6301775147928994,0.0005252515209351878
sigmoid_pos,51.717609952219526,2.31086518964497,3.8461538461538463,10.375488627218937,0.5731914102228817,0.5976331360946746,0.00026288430364464053
pos_thresh_75,97.45772399112425,0.0,0.0,1.274626729585799,0.01903283615192438,0.01775147928994083,0.9986207494737233
