,AD,AG,AI,COMP,FF,FidIn,SPS
saliency,95.8988390325,0.1551358475,0.5,7.380256286750003,0.6952001059477501,0.0125,0.9499732210532611
gradcam,90.03760867421249,0.0005373961955000001,3.75,6.899170009750001,0.11851712592399402,0.1,0.8849740006400999
lime,82.60579387312501,2.608518670675,4.5,7.84936508,0.27386228507079674,0.205,0.9164208291593471
shap,95.77859087,0.035973305,0.5,7.380256340250002,0.7317774390014999,0.0225,0.9499732210532611
