,AD,AG,AI,COMP,FF,FidIn,SPS
saliency,98.094112685,0.0,0.0,9.682342082500002,0.8509969252749999,0.0125,0.4999998851031766
gradcam,62.5630607743285,2.3366536825,4.5,9.6839549925,0.5959377724412366,0.4175,0.49919103444016755
lime,50.98564210374925,4.356549644825,9.75,9.725161694999999,0.7992049060028501,0.515,0.4777924348865766
shap,98.11899880749999,0.0,0.0,9.6823420475,0.851706692175,0.0125,0.4999998851031766
