,AD,AG,AI,COMP,FF,FidIn,SPS
saliency,96.98090645749998,0.0,0.0,1.4296248925000001,0.021554078570813526,0.0125,0.998796094054039
gradcam,92.96866578075,0.21644021500000002,0.5,7.877564341249999,0.2515650920798872,0.075,0.7994441831814285
lime,80.52140398337501,3.795244253175,5.25,8.00495169025,0.3379810915543075,0.2325,0.8894313985656556
shap,97.4334982675,0.0,0.0,1.8398462182499997,0.0038259400994790495,0.02,0.9989166835889972
