,AD,AG,AI,COMP,FF,FidIn,SPS
topK_50_pos,56.825892916351606,0.003964286032258064,16.129032258064516,5.622005161290324,0.6628458241935484,0.41935483870967744,0.29032251393087677
topK_30_pos,98.41606483870969,0.0,0.0,9.171495096774192,0.6704541677419357,0.0,0.700006033087546
minmax_pos,92.52442222580645,0.6396381612903226,3.225806451612903,8.902248961290322,0.6051785058064517,0.03225806451612903,0.8045120850784815
topK_5_pos,97.65403203225807,0.0,0.0,7.380256309677418,0.6132535806451613,0.0,0.9499732210532617
pos_thresh_50,96.01296625806452,0.0,0.0,3.0503177709677423,0.09209786819838708,0.0,0.9988366114381476
topK_50,98.53715199999999,0.0,0.0,9.682342161290324,0.673415714516129,0.0,0.4999998851031769
pos_thresh_25,94.56178522580645,2.1269487096774196,3.225806451612903,5.355627993548388,0.3456856791935485,0.06451612903225806,0.9906886383862039
bin,98.53237948387098,0.0,0.0,9.682546887096775,0.6733576193548386,0.0,0.49983489368056394
minmax,89.08203696774193,0.0,0.0,10.372571258064514,0.658678944516129,0.16129032258064516,0.03313684718023376
topK_5,97.65403203225807,0.0,0.0,7.380256309677418,0.6132535806451613,0.0,0.9499732210532617
topK_30,98.41606483870969,0.0,0.0,9.171495096774192,0.6704541677419357,0.0,0.700006033087546
sigmoid,67.68689102903227,1.906162935483871,6.451612903225806,10.37548832258065,0.5780501996774193,0.3870967741935484,0.000388885546084813
sigmoid_pos,73.12740860645161,0.0,0.0,10.375488741935488,0.5570081329032258,0.2903225806451613,0.0001945387188010213
pos_thresh_75,94.77000051612904,0.0,0.0,1.410973193548387,-0.007496808338709675,0.0,0.9987809599322302
