,AD,AG,AI,COMP,FF,FidIn,SPS
topK_50_pos,91.78502996723738,1.7138559197159091,4.545454545454546,9.99974993181818,0.5724060920454546,0.07954545454545454,0.4715849639804235
topK_30_pos,96.32011131818182,0.8835515909090909,1.1363636363636365,10.091335045454548,0.567147674090909,0.03409090909090909,0.6999910848103684
minmax_pos,94.69703759090909,0.12059830681818182,1.1363636363636365,10.239612767045456,0.31542571941931813,0.011363636363636364,0.7327051197211609
topK_5_pos,93.89496127272727,0.13669031818181818,1.1363636363636365,8.299783125000001,0.3337229548931818,0.03409090909090909,0.9499863635163408
pos_thresh_50,96.95794381818182,0.25474060227272727,1.1363636363636365,4.916781340909091,0.034279239464570455,0.011363636363636364,0.9975483882312588
topK_50,97.46352025,1.7136650113636365,2.272727272727273,10.602144522727272,0.5730356597727273,0.022727272727272728,0.4999936967503285
pos_thresh_25,96.97194417045453,0.0,0.0,7.836620869318182,0.26767716896454546,0.011363636363636364,0.9640134933104193
bin,97.45410240909091,1.7104297159090907,2.272727272727273,10.622260329545453,0.57284295625,0.022727272727272728,0.4897819528885678
minmax,92.21873087499999,1.0154769204545455,3.409090909090909,11.285837517045453,0.5478967587954545,0.06818181818181818,0.07230772035407122
topK_5,93.89496127272727,0.13669031818181818,1.1363636363636365,8.299783125000001,0.3337229548931818,0.03409090909090909,0.9499863635163408
topK_30,96.32011131818182,0.8835515909090909,1.1363636363636365,10.091335045454548,0.567147674090909,0.03409090909090909,0.6999910848103684
sigmoid,87.90997223863636,2.193745431818182,4.545454545454546,11.295278539772726,0.5138713476931819,0.06818181818181818,0.0005931235871988
sigmoid_pos,87.88366742045454,2.1925241931818182,4.545454545454546,11.295278857954543,0.5140324804545454,0.06818181818181818,0.00030417201771094774
pos_thresh_75,96.6467131363636,0.0,0.0,2.1888235306818182,0.0012777275222838637,0.011363636363636364,0.9983272180801399
