,AD,AG,AI,COMP,FF,FidIn,SPS
topK_50_pos,48.0447498537267,2.1914289930322584,25.806451612903224,5.6237777580645165,0.5100532593741935,0.4838709677419355,0.289428133757511
topK_30_pos,56.478008423888,2.664075028419355,19.35483870967742,6.213729709677419,0.37026052817034516,0.41935483870967744,0.4739622192908129
minmax_pos,84.3452208064516,2.790927419354839,3.225806451612903,8.588200067741935,0.30439033235281937,0.16129032258064516,0.48122039192557736
topK_5_pos,84.27737948387094,0.0021087035806451613,9.67741935483871,6.693919951612904,0.10083642910227096,0.16129032258064516,0.856588649164564
pos_thresh_50,77.30718644576774,3.1918392903225805,6.451612903225806,7.677132880645162,0.2390480130799161,0.25806451612903225,0.5921618418407907
topK_50,74.52963383870969,3.83783135483871,6.451612903225806,9.684749338709677,0.4189076190516129,0.1935483870967742,0.4987875925193822
pos_thresh_25,63.07903889613548,2.9474867478387097,9.67741935483871,7.45813463548387,0.35942790236056127,0.3548387096774194,0.43877231515237725
bin,48.71307358897194,5.339439828064517,22.580645161290324,5.754914467741935,0.424466930999271,0.5483870967741935,0.30971608546435475
minmax,82.13356706451613,3.198057419354839,3.225806451612903,10.169127919354837,0.3965600046774193,0.16129032258064516,0.31976033149427024
topK_5,92.45369322580645,0.0,0.0,7.409451725806454,0.05865348297323871,0.0967741935483871,0.9484551445912572
topK_30,85.00624558709674,2.6595048387096774,3.225806451612903,9.17543629032258,0.24893126529292584,0.12903225806451613,0.6988068197998403
sigmoid,79.27977093548387,0.0,0.0,10.375098209677423,0.5240533551612904,0.25806451612903225,0.013286537432672312
sigmoid_pos,79.27978203225805,0.0,0.0,9.371170903225806,0.5255854987096774,0.1935483870967742,0.008526895187202293
pos_thresh_75,90.35659077419353,0.0,0.0,7.241545870967742,0.11346473581223872,0.12903225806451613,0.7766801874723531
